"antecedent","succedent","p_con","p_occ","p_dur","null_obs"
"(inf_smile;mo_smile)","(inf_smile;mo_smile)",999.0,999.0,999.0,1
"(mother-speech;inf_smile)","(mother-speech;inf_smile)",999.0,999.0,999.0,22
"(m_gaze_away;mo_smile;i_gaze_away)","(m_gaze_away;mo_smile;i_gaze_away)",999.0,999.0,999.0,6
"(m_gaze_away;mo_smile)","(m_gaze_away;mo_smile)",999.0,999.0,999.0,2
"(i_gaze_away)","(i_gaze_away)",999.0,999.0,999.0,1
"(inf_smile;infant_voc;m_gaze_at_object;i_gaze_away)","(inf_smile;infant_voc;m_gaze_at_object;i_gaze_away)",999.0,999.0,999.0,1
"(inf_smile;infant_voc)","(inf_smile;infant_voc)",999.0,999.0,999.0,2
"(mo_smile;m_gaze_at_object;i_gaze_at_object)","(mo_smile;m_gaze_at_object;i_gaze_at_object)",999.0,999.0,999.0,3
"(mother-speech;mo_smile)","(mother-speech;mo_smile)",999.0,999.0,999.0,12
"(infant_voc;i_gaze_away)","(infant_voc;i_gaze_away)",999.0,999.0,999.0,2
"(m_gaze_at_object)","(m_gaze_at_object)",999.0,999.0,999.0,8
"(m_gaze_away;inf_smile;i_gaze_at)","(m_gaze_away;inf_smile;i_gaze_at)",999.0,999.0,999.0,1
"(i_gaze_at_object;infant_voc;inf_smile)","(i_gaze_at_object;infant_voc;inf_smile)",999.0,999.0,999.0,2
"(m_gaze_at_object;infant_voc;mo_smile)","(m_gaze_at_object;infant_voc;mo_smile)",999.0,999.0,999.0,1
"(mother-speech;infant_voc;inf_smile;m_gaze_at)","(mother-speech;infant_voc;inf_smile;m_gaze_at)",999.0,999.0,999.0,2
"(i_gaze_away;inf_smile;mo_smile)","(i_gaze_away;inf_smile;mo_smile)",999.0,999.0,999.0,4
"(m_gaze_at;mo_smile;inf_smile;i_gaze_away)","(m_gaze_at;mo_smile;inf_smile;i_gaze_away)",999.0,999.0,999.0,16
"(m_gaze_at_object;inf_smile)","(m_gaze_at_object;inf_smile)",999.0,999.0,999.0,18
"(i_gaze_at_object;inf_smile)","(i_gaze_at_object;inf_smile)",999.0,999.0,999.0,30
"(m_gaze_at;inf_smile;i_gaze_at_object;infant_voc)","(m_gaze_at;inf_smile;i_gaze_at_object;infant_voc)",999.0,999.0,999.0,4
"(i_gaze_at_object;infant_voc;mo_smile;m_gaze_at_object)","(i_gaze_at_object;infant_voc;mo_smile;m_gaze_at_object)",999.0,999.0,999.0,1
"(infant_voc;m_gaze_at;inf_smile;mo_smile;i_gaze_away)","(infant_voc;m_gaze_at;inf_smile;mo_smile;i_gaze_away)",999.0,999.0,999.0,1
"(mother-speech;i_gaze_away)","(mother-speech;i_gaze_away)",999.0,999.0,999.0,2
"(mo_smile;infant_voc;i_gaze_at_object)","(mo_smile;infant_voc;i_gaze_at_object)",999.0,999.0,999.0,2
"(mo_smile;inf_smile)","(mo_smile;inf_smile)",999.0,999.0,999.0,53
"(m_gaze_at;i_gaze_at;infant_voc)","(m_gaze_at;i_gaze_at;infant_voc)",999.0,999.0,999.0,1
"(infant_voc;m_gaze_at_object)","(infant_voc;m_gaze_at_object)",0.8148148148148148,0.48148148148148145,0.8518518518518519,27
"(m_gaze_at;mo_smile)","(m_gaze_at;mo_smile)",999.0,999.0,999.0,23
"(mo_smile;mother-speech;m_gaze_away)","(mo_smile;mother-speech;m_gaze_away)",999.0,999.0,999.0,2
"(i_gaze_away;mother-speech;m_gaze_at_object)","(i_gaze_away;mother-speech;m_gaze_at_object)",999.0,999.0,999.0,2
"(i_gaze_at;m_gaze_at)","(i_gaze_at;m_gaze_at)",999.0,999.0,999.0,22
"(mother-speech;i_gaze_at;m_gaze_at)","(mother-speech;i_gaze_at;m_gaze_at)",999.0,999.0,999.0,1
"(mother-speech;i_gaze_at_object)","(mother-speech;i_gaze_at_object)",999.0,999.0,999.0,21
"(m_gaze_at_object;mo_smile;i_gaze_away;infant_voc)","(m_gaze_at_object;mo_smile;i_gaze_away;infant_voc)",999.0,999.0,999.0,1
"(inf_smile;m_gaze_at;infant_voc)","(inf_smile;m_gaze_at;infant_voc)",999.0,999.0,999.0,8
"(infant_voc;m_gaze_at;mo_smile;inf_smile)","(infant_voc;m_gaze_at;mo_smile;inf_smile)",999.0,999.0,999.0,1
"(infant_voc;mo_smile;m_gaze_away)","(infant_voc;mo_smile;m_gaze_away)",999.0,999.0,999.0,1
"(mother-speech;i_gaze_away;m_gaze_away)","(mother-speech;i_gaze_away;m_gaze_away)",999.0,999.0,999.0,2
"(mother-speech;infant_voc;inf_smile;m_gaze_at)","(mother-speech;infant_voc;inf_smile;m_gaze_at)",999.0,999.0,999.0,1
"(m_gaze_away;inf_smile)","(m_gaze_away;inf_smile)",999.0,999.0,999.0,1
"(inf_smile;mother-speech;m_gaze_at_object;i_gaze_at_object)","(inf_smile;mother-speech;m_gaze_at_object;i_gaze_at_object)",999.0,999.0,999.0,1
"(i_gaze_at;mo_smile)","(i_gaze_at;mo_smile)",999.0,999.0,999.0,48
"(m_gaze_at_object;mo_smile;infant_voc)","(m_gaze_at_object;mo_smile;infant_voc)",999.0,999.0,999.0,2
"(inf_smile;mo_smile;m_gaze_at_object)","(inf_smile;mo_smile;m_gaze_at_object)",999.0,999.0,999.0,14
"(i_gaze_at_object;mo_smile;infant_voc)","(i_gaze_at_object;mo_smile;infant_voc)",999.0,999.0,999.0,4
"(mother-speech;i_gaze_at;mo_smile;m_gaze_at;infant_voc)","(mother-speech;i_gaze_at;mo_smile;m_gaze_at;infant_voc)",999.0,999.0,999.0,1
"(inf_smile;i_gaze_at)","(inf_smile;i_gaze_at)",999.0,999.0,999.0,23
"(m_gaze_at;infant_voc;mother-speech;mo_smile)","(m_gaze_at;infant_voc;mother-speech;mo_smile)",999.0,999.0,999.0,1
"(m_gaze_at;inf_smile;i_gaze_at_object;infant_voc)","(m_gaze_at;inf_smile;i_gaze_at_object;infant_voc)",999.0,999.0,999.0,7
"(i_gaze_away;mother-speech)","(i_gaze_away;mother-speech)",999.0,999.0,999.0,22
"(mo_smile;m_gaze_away;i_gaze_away)","(mo_smile;m_gaze_away;i_gaze_away)",999.0,999.0,999.0,3
"(inf_smile;i_gaze_at;m_gaze_at_object;mo_smile;infant_voc)","(inf_smile;i_gaze_at;m_gaze_at_object;mo_smile;infant_voc)",999.0,999.0,999.0,1
"(i_gaze_away;m_gaze_at;mo_smile)","(i_gaze_away;m_gaze_at;mo_smile)",999.0,999.0,999.0,7
"(m_gaze_at_object;inf_smile;infant_voc)","(m_gaze_at_object;inf_smile;infant_voc)",999.0,999.0,999.0,3
"(m_gaze_at;infant_voc)","(m_gaze_at;infant_voc)",0.0,1.0,0.0,28
"(infant_voc;m_gaze_away)","(infant_voc;m_gaze_away)",999.0,999.0,999.0,2
"(m_gaze_at;mo_smile;mother-speech;i_gaze_at_object;inf_smile)","(m_gaze_at;mo_smile;mother-speech;i_gaze_at_object;inf_smile)",999.0,999.0,999.0,1
"(m_gaze_at;mo_smile;i_gaze_away)","(m_gaze_at;mo_smile;i_gaze_away)",999.0,999.0,999.0,3
"(infant_voc;i_gaze_at_object;m_gaze_away)","(infant_voc;i_gaze_at_object;m_gaze_away)",999.0,999.0,999.0,1
"(mother-speech;i_gaze_away;m_gaze_away)","(mother-speech;i_gaze_away;m_gaze_away)",999.0,999.0,999.0,8
"(inf_smile;mo_smile;i_gaze_at;m_gaze_at_object)","(inf_smile;mo_smile;i_gaze_at;m_gaze_at_object)",999.0,999.0,999.0,6
"(mo_smile;mother-speech;i_gaze_at_object)","(mo_smile;mother-speech;i_gaze_at_object)",999.0,999.0,999.0,14
"(mo_smile;inf_smile;i_gaze_away;m_gaze_at)","(mo_smile;inf_smile;i_gaze_away;m_gaze_at)",999.0,999.0,999.0,1
"(infant_voc;i_gaze_at;mo_smile)","(infant_voc;i_gaze_at;mo_smile)",999.0,999.0,999.0,1
"(mo_smile;infant_voc;inf_smile)","(mo_smile;infant_voc;inf_smile)",999.0,999.0,999.0,2
"(mo_smile;m_gaze_at;inf_smile;mother-speech;i_gaze_at)","(mo_smile;m_gaze_at;inf_smile;mother-speech;i_gaze_at)",999.0,999.0,999.0,1
"(inf_smile;mo_smile)","(inf_smile;mo_smile)",999.0,999.0,999.0,37
"(i_gaze_at;m_gaze_at;inf_smile;mo_smile;infant_voc)","(i_gaze_at;m_gaze_at;inf_smile;mo_smile;infant_voc)",999.0,999.0,999.0,1
"(mother-speech;m_gaze_at_object)","(mother-speech;m_gaze_at_object)",999.0,999.0,999.0,4
"(mother-speech;infant_voc;i_gaze_at)","(mother-speech;infant_voc;i_gaze_at)",999.0,999.0,999.0,11
"(i_gaze_at;inf_smile;infant_voc)","(i_gaze_at;inf_smile;infant_voc)",999.0,999.0,999.0,4
"(inf_smile;infant_voc;i_gaze_at)","(inf_smile;infant_voc;i_gaze_at)",999.0,999.0,999.0,4
"(i_gaze_at_object;infant_voc)","(i_gaze_at_object;infant_voc)",999.0,999.0,999.0,5
"(mo_smile)","(mo_smile)",999.0,999.0,999.0,48
"(mo_smile;infant_voc)","(mo_smile;infant_voc)",0.0,0.6086956521739131,0.0,46
"(mo_smile;i_gaze_away;m_gaze_away)","(mo_smile;i_gaze_away;m_gaze_away)",999.0,999.0,999.0,2
"(inf_smile;infant_voc;i_gaze_at)","(inf_smile;infant_voc;i_gaze_at)",999.0,999.0,999.0,1
"(inf_smile;mother-speech;i_gaze_at;mo_smile)","(inf_smile;mother-speech;i_gaze_at;mo_smile)",999.0,999.0,999.0,4
"(m_gaze_at;mother-speech;infant_voc;i_gaze_at_object)","(m_gaze_at;mother-speech;infant_voc;i_gaze_at_object)",999.0,999.0,999.0,2
"(mother-speech;infant_voc;m_gaze_at;i_gaze_away)","(mother-speech;infant_voc;m_gaze_at;i_gaze_away)",999.0,999.0,999.0,1
"(mo_smile;i_gaze_away;inf_smile)","(mo_smile;i_gaze_away;inf_smile)",999.0,999.0,999.0,14
"(infant_voc)","(infant_voc)",999.0,999.0,999.0,34
"(inf_smile;mo_smile)","(inf_smile;mo_smile)",999.0,999.0,999.0,1
"(mo_smile;mother-speech;m_gaze_away)","(mo_smile;mother-speech;m_gaze_away)",999.0,999.0,999.0,2
"(m_gaze_at;i_gaze_at;mo_smile)","(m_gaze_at;i_gaze_at;mo_smile)",999.0,999.0,999.0,27
"(infant_voc;mo_smile;i_gaze_at_object)","(infant_voc;mo_smile;i_gaze_at_object)",999.0,999.0,999.0,3
"(i_gaze_at;infant_voc;m_gaze_at_object)","(i_gaze_at;infant_voc;m_gaze_at_object)",0.9411764705882353,1.0,1.0,17
"(inf_smile;m_gaze_at)","(inf_smile;m_gaze_at)",999.0,999.0,999.0,1
"(inf_smile;mo_smile;infant_voc)","(inf_smile;mo_smile;infant_voc)",999.0,999.0,999.0,10
"(m_gaze_at_object;i_gaze_at;mo_smile)","(m_gaze_at_object;i_gaze_at;mo_smile)",999.0,999.0,999.0,28
"(mother-speech;inf_smile;m_gaze_at_object)","(mother-speech;inf_smile;m_gaze_at_object)",999.0,999.0,999.0,3
"(mo_smile;i_gaze_at_object)","(mo_smile;i_gaze_at_object)",999.0,999.0,999.0,5
"(inf_smile;m_gaze_at;i_gaze_at;infant_voc)","(inf_smile;m_gaze_at;i_gaze_at;infant_voc)",999.0,999.0,999.0,2
"(mo_smile;mother-speech;inf_smile)","(mo_smile;mother-speech;inf_smile)",999.0,999.0,999.0,1
"(mo_smile;infant_voc;inf_smile;i_gaze_at)","(mo_smile;infant_voc;inf_smile;i_gaze_at)",999.0,999.0,999.0,3
"(m_gaze_at;mo_smile;inf_smile;i_gaze_at;infant_voc)","(m_gaze_at;mo_smile;inf_smile;i_gaze_at;infant_voc)",999.0,999.0,999.0,2
"(inf_smile;i_gaze_at_object)","(inf_smile;i_gaze_at_object)",999.0,999.0,999.0,17
"(mother-speech;m_gaze_at_object)","(mother-speech;m_gaze_at_object)",0.40816326530612246,0.4489795918367347,0.8367346938775511,49
"(mo_smile;m_gaze_away;inf_smile;i_gaze_at)","(mo_smile;m_gaze_away;inf_smile;i_gaze_at)",999.0,999.0,999.0,3
"(m_gaze_at;mother-speech;inf_smile;infant_voc)","(m_gaze_at;mother-speech;inf_smile;infant_voc)",999.0,999.0,999.0,2
"(inf_smile;mo_smile;i_gaze_at;infant_voc)","(inf_smile;mo_smile;i_gaze_at;infant_voc)",999.0,999.0,999.0,3
"(infant_voc;inf_smile)","(infant_voc;inf_smile)",0.3333333333333333,0.6111111111111112,0.05555555555555555,18
"(i_gaze_at;mother-speech;infant_voc)","(i_gaze_at;mother-speech;infant_voc)",999.0,999.0,999.0,13
"(mother-speech;infant_voc;mo_smile;inf_smile)","(mother-speech;infant_voc;mo_smile;inf_smile)",999.0,999.0,999.0,1
"(mother-speech;m_gaze_at_object;inf_smile)","(mother-speech;m_gaze_at_object;inf_smile)",999.0,999.0,999.0,1
"(mo_smile;infant_voc)","(mo_smile;infant_voc)",999.0,999.0,999.0,11
"(mother-speech;i_gaze_at_object;mo_smile;inf_smile)","(mother-speech;i_gaze_at_object;mo_smile;inf_smile)",999.0,999.0,999.0,3
"(mother-speech;m_gaze_at;inf_smile)","(mother-speech;m_gaze_at;inf_smile)",999.0,999.0,999.0,15
"(m_gaze_at_object;infant_voc;mo_smile;inf_smile)","(m_gaze_at_object;infant_voc;mo_smile;inf_smile)",999.0,999.0,999.0,3
"(i_gaze_at_object;mo_smile;infant_voc;m_gaze_at_object)","(i_gaze_at_object;mo_smile;infant_voc;m_gaze_at_object)",999.0,999.0,999.0,1
"(m_gaze_at_object;i_gaze_at;infant_voc;mo_smile)","(m_gaze_at_object;i_gaze_at;infant_voc;mo_smile)",999.0,999.0,999.0,1
"(infant_voc;m_gaze_at;mother-speech)","(infant_voc;m_gaze_at;mother-speech)",999.0,999.0,999.0,1
"(i_gaze_away;mother-speech)","(i_gaze_away;mother-speech)",999.0,999.0,999.0,1
"(i_gaze_away;infant_voc;mo_smile)","(i_gaze_away;infant_voc;mo_smile)",999.0,999.0,999.0,4
"(mo_smile;m_gaze_at;mother-speech)","(mo_smile;m_gaze_at;mother-speech)",999.0,999.0,999.0,1
"(i_gaze_at_object;mo_smile)","(i_gaze_at_object;mo_smile)",999.0,999.0,999.0,10
"(mo_smile;i_gaze_at_object)","(mo_smile;i_gaze_at_object)",999.0,999.0,999.0,13
"(mo_smile;infant_voc;inf_smile;i_gaze_at_object)","(mo_smile;infant_voc;inf_smile;i_gaze_at_object)",999.0,999.0,999.0,3
"(mother-speech;m_gaze_at;i_gaze_at)","(mother-speech;m_gaze_at;i_gaze_at)",999.0,999.0,999.0,16
"(mother-speech;infant_voc;i_gaze_at)","(mother-speech;infant_voc;i_gaze_at)",999.0,999.0,999.0,13
"(inf_smile;i_gaze_at)","(inf_smile;i_gaze_at)",999.0,999.0,999.0,1
"(infant_voc;inf_smile;m_gaze_at)","(infant_voc;inf_smile;m_gaze_at)",999.0,999.0,999.0,1
"(infant_voc;i_gaze_at;inf_smile)","(infant_voc;i_gaze_at;inf_smile)",999.0,999.0,999.0,5
"(mother-speech;i_gaze_away;inf_smile)","(mother-speech;i_gaze_away;inf_smile)",999.0,999.0,999.0,14
"(mother-speech;mo_smile;m_gaze_at;infant_voc)","(mother-speech;mo_smile;m_gaze_at;infant_voc)",999.0,999.0,999.0,1
"(i_gaze_at;m_gaze_away;mo_smile)","(i_gaze_at;m_gaze_away;mo_smile)",999.0,999.0,999.0,1
"(mo_smile;m_gaze_away)","(mo_smile;m_gaze_away)",999.0,999.0,999.0,6
"(m_gaze_at_object)","(m_gaze_at_object)",999.0,999.0,999.0,41
"(mo_smile;infant_voc;i_gaze_at)","(mo_smile;infant_voc;i_gaze_at)",999.0,999.0,999.0,13
"(mother-speech;m_gaze_at;infant_voc)","(mother-speech;m_gaze_at;infant_voc)",999.0,999.0,999.0,12
"(infant_voc;mother-speech)","(infant_voc;mother-speech)",999.0,999.0,999.0,2
"(inf_smile;mo_smile;infant_voc)","(inf_smile;mo_smile;infant_voc)",999.0,999.0,999.0,14
"(inf_smile;i_gaze_at_object)","(inf_smile;i_gaze_at_object)",999.0,999.0,999.0,43
"(m_gaze_at;mo_smile;inf_smile)","(m_gaze_at;mo_smile;inf_smile)",999.0,999.0,999.0,23
"(mother-speech;mo_smile;m_gaze_at_object;inf_smile)","(mother-speech;mo_smile;m_gaze_at_object;inf_smile)",999.0,999.0,999.0,2
"(mo_smile;i_gaze_away;infant_voc)","(mo_smile;i_gaze_away;infant_voc)",999.0,999.0,999.0,3
"(m_gaze_at_object;inf_smile;mo_smile)","(m_gaze_at_object;inf_smile;mo_smile)",999.0,999.0,999.0,8
"(inf_smile;mo_smile;i_gaze_away)","(inf_smile;mo_smile;i_gaze_away)",999.0,999.0,999.0,24
"(m_gaze_at)","(m_gaze_at)",0.0,0.019230769230769232,0.0,52
"(m_gaze_at;mo_smile;mother-speech;i_gaze_at_object)","(m_gaze_at;mo_smile;mother-speech;i_gaze_at_object)",999.0,999.0,999.0,6
"(i_gaze_at_object;m_gaze_away)","(i_gaze_at_object;m_gaze_away)",999.0,999.0,999.0,4
"(infant_voc;m_gaze_at_object)","(infant_voc;m_gaze_at_object)",999.0,999.0,999.0,2
"(m_gaze_away;i_gaze_away)","(m_gaze_away;i_gaze_away)",999.0,999.0,999.0,1
"(i_gaze_away;mo_smile;infant_voc)","(i_gaze_away;mo_smile;infant_voc)",999.0,999.0,999.0,1
"(infant_voc;inf_smile;i_gaze_away)","(infant_voc;inf_smile;i_gaze_away)",999.0,999.0,999.0,1
"(mother-speech;mo_smile;inf_smile;i_gaze_at;infant_voc)","(mother-speech;mo_smile;inf_smile;i_gaze_at;infant_voc)",999.0,999.0,999.0,1
"(m_gaze_at_object;i_gaze_at;infant_voc)","(m_gaze_at_object;i_gaze_at;infant_voc)",999.0,999.0,999.0,26
"(m_gaze_at;inf_smile;mo_smile;infant_voc)","(m_gaze_at;inf_smile;mo_smile;infant_voc)",999.0,999.0,999.0,1
"(mother-speech;i_gaze_away)","(mother-speech;i_gaze_away)",999.0,999.0,999.0,38
"(i_gaze_at;mother-speech;m_gaze_at)","(i_gaze_at;mother-speech;m_gaze_at)",999.0,999.0,999.0,12
"(i_gaze_at;mother-speech;inf_smile;m_gaze_at_object)","(i_gaze_at;mother-speech;inf_smile;m_gaze_at_object)",999.0,999.0,999.0,3
"(mother-speech;infant_voc;i_gaze_at;inf_smile)","(mother-speech;infant_voc;i_gaze_at;inf_smile)",999.0,999.0,999.0,1
"(i_gaze_at;m_gaze_at_object;mo_smile)","(i_gaze_at;m_gaze_at_object;mo_smile)",999.0,999.0,999.0,7
"(mo_smile)","(mo_smile)",0.96,0.32,0.92,100
"(m_gaze_away;mother-speech;inf_smile)","(m_gaze_away;mother-speech;inf_smile)",999.0,999.0,999.0,1
"(mother-speech;i_gaze_away;mo_smile)","(mother-speech;i_gaze_away;mo_smile)",999.0,999.0,999.0,10
"(i_gaze_away;m_gaze_at_object)","(i_gaze_away;m_gaze_at_object)",0.3939393939393939,0.8181818181818182,0.24242424242424243,33
"(i_gaze_at)","(i_gaze_at)",999.0,999.0,999.0,51
"(m_gaze_away;i_gaze_away)","(m_gaze_away;i_gaze_away)",999.0,999.0,999.0,1
"(mother-speech;mo_smile;inf_smile;i_gaze_away)","(mother-speech;mo_smile;inf_smile;i_gaze_away)",999.0,999.0,999.0,4
"(infant_voc;inf_smile;m_gaze_at;i_gaze_at_object)","(infant_voc;inf_smile;m_gaze_at;i_gaze_at_object)",999.0,999.0,999.0,1
"(mother-speech;i_gaze_at_object;m_gaze_at_object)","(mother-speech;i_gaze_at_object;m_gaze_at_object)",999.0,999.0,999.0,7
"(mo_smile;m_gaze_at_object)","(mo_smile;m_gaze_at_object)",0.8809523809523809,1.0,1.0,42
"(i_gaze_away;m_gaze_away;inf_smile)","(i_gaze_away;m_gaze_away;inf_smile)",999.0,999.0,999.0,1
"(m_gaze_at_object;infant_voc;mo_smile;mother-speech;inf_smile)","(m_gaze_at_object;infant_voc;mo_smile;mother-speech;inf_smile)",999.0,999.0,999.0,1
"(m_gaze_at;infant_voc;inf_smile;mo_smile)","(m_gaze_at;infant_voc;inf_smile;mo_smile)",999.0,999.0,999.0,2
"(inf_smile;mother-speech;m_gaze_at_object;mo_smile)","(inf_smile;mother-speech;m_gaze_at_object;mo_smile)",999.0,999.0,999.0,1
"(mother-speech;i_gaze_away;m_gaze_at_object)","(mother-speech;i_gaze_away;m_gaze_at_object)",0.0,0.6666666666666666,0.5,6
"(m_gaze_away;mo_smile)","(m_gaze_away;mo_smile)",999.0,999.0,999.0,6
"(inf_smile;m_gaze_at_object)","(inf_smile;m_gaze_at_object)",999.0,999.0,999.0,1
"(infant_voc;i_gaze_at;m_gaze_at)","(infant_voc;i_gaze_at;m_gaze_at)",999.0,999.0,999.0,3
"(m_gaze_at_object;inf_smile;i_gaze_away;mo_smile)","(m_gaze_at_object;inf_smile;i_gaze_away;mo_smile)",999.0,999.0,999.0,1
"(inf_smile;i_gaze_away;mother-speech;mo_smile)","(inf_smile;i_gaze_away;mother-speech;mo_smile)",999.0,999.0,999.0,1
"(m_gaze_at;i_gaze_at;inf_smile)","(m_gaze_at;i_gaze_at;inf_smile)",0.0,0.1111111111111111,0.0,9
"(m_gaze_away)","(m_gaze_away)",0.0,1.0,0.0,12
"(inf_smile;mo_smile;i_gaze_at)","(inf_smile;mo_smile;i_gaze_at)",999.0,999.0,999.0,5
"(mother-speech;m_gaze_at_object;mo_smile;i_gaze_at)","(mother-speech;m_gaze_at_object;mo_smile;i_gaze_at)",999.0,999.0,999.0,1
"(mo_smile;inf_smile;i_gaze_away)","(mo_smile;inf_smile;i_gaze_away)",999.0,999.0,999.0,3
"(m_gaze_at_object;i_gaze_away;infant_voc)","(m_gaze_at_object;i_gaze_away;infant_voc)",999.0,999.0,999.0,1
"(i_gaze_at;mo_smile;inf_smile;m_gaze_at)","(i_gaze_at;mo_smile;inf_smile;m_gaze_at)",999.0,999.0,999.0,4
"(mother-speech;inf_smile;m_gaze_at_object;i_gaze_away)","(mother-speech;inf_smile;m_gaze_at_object;i_gaze_away)",999.0,999.0,999.0,1
"(m_gaze_at;infant_voc)","(m_gaze_at;infant_voc)",0.0,0.813953488372093,0.0,43
"(mo_smile;inf_smile;i_gaze_at;infant_voc)","(mo_smile;inf_smile;i_gaze_at;infant_voc)",999.0,999.0,999.0,5
"(m_gaze_at_object;infant_voc;mother-speech;inf_smile)","(m_gaze_at_object;infant_voc;mother-speech;inf_smile)",999.0,999.0,999.0,1
"(i_gaze_at_object;mother-speech;infant_voc;m_gaze_at_object)","(i_gaze_at_object;mother-speech;infant_voc;m_gaze_at_object)",999.0,999.0,999.0,1
"(inf_smile;m_gaze_at;i_gaze_at)","(inf_smile;m_gaze_at;i_gaze_at)",999.0,999.0,999.0,6
"(m_gaze_at;inf_smile;mo_smile)","(m_gaze_at;inf_smile;mo_smile)",999.0,999.0,999.0,27
"(i_gaze_at;mo_smile;inf_smile;m_gaze_away)","(i_gaze_at;mo_smile;inf_smile;m_gaze_away)",999.0,999.0,999.0,1
"(i_gaze_at;m_gaze_at_object)","(i_gaze_at;m_gaze_at_object)",999.0,999.0,999.0,24
"(i_gaze_at_object;mother-speech;infant_voc)","(i_gaze_at_object;mother-speech;infant_voc)",999.0,999.0,999.0,3
"(mother-speech;infant_voc;m_gaze_at)","(mother-speech;infant_voc;m_gaze_at)",999.0,999.0,999.0,1
"(inf_smile;mo_smile;i_gaze_at_object)","(inf_smile;mo_smile;i_gaze_at_object)",999.0,999.0,999.0,32
"(i_gaze_away;mother-speech)","(i_gaze_away;mother-speech)",999.0,999.0,999.0,21
"(mother-speech;m_gaze_at_object;inf_smile)","(mother-speech;m_gaze_at_object;inf_smile)",999.0,999.0,999.0,10
"(i_gaze_at;infant_voc;inf_smile)","(i_gaze_at;infant_voc;inf_smile)",999.0,999.0,999.0,1
"(i_gaze_at;inf_smile)","(i_gaze_at;inf_smile)",0.0,0.8387096774193549,0.0,31
"(i_gaze_away)","(i_gaze_away)",0.95,1.0,0.97,100
"(infant_voc;m_gaze_at)","(infant_voc;m_gaze_at)",999.0,999.0,999.0,7
"(mo_smile;inf_smile;m_gaze_away)","(mo_smile;inf_smile;m_gaze_away)",999.0,999.0,999.0,7
"(mother-speech;inf_smile)","(mother-speech;inf_smile)",999.0,999.0,999.0,17
"(i_gaze_at_object;m_gaze_at)","(i_gaze_at_object;m_gaze_at)",999.0,999.0,999.0,3
"(inf_smile;mother-speech;i_gaze_away)","(inf_smile;mother-speech;i_gaze_away)",999.0,999.0,999.0,9
"(m_gaze_at;infant_voc;mother-speech)","(m_gaze_at;infant_voc;mother-speech)",999.0,999.0,999.0,4
"(inf_smile;mother-speech;infant_voc)","(inf_smile;mother-speech;infant_voc)",999.0,999.0,999.0,2
"(inf_smile;mother-speech;i_gaze_at_object)","(inf_smile;mother-speech;i_gaze_at_object)",999.0,999.0,999.0,1
"(infant_voc;mo_smile)","(infant_voc;mo_smile)",999.0,999.0,999.0,4
"(i_gaze_at_object;m_gaze_at_object;inf_smile)","(i_gaze_at_object;m_gaze_at_object;inf_smile)",999.0,999.0,999.0,8
"(m_gaze_away;mother-speech)","(m_gaze_away;mother-speech)",999.0,999.0,999.0,4
"(i_gaze_at_object;mother-speech;mo_smile;inf_smile)","(i_gaze_at_object;mother-speech;mo_smile;inf_smile)",999.0,999.0,999.0,3
"(i_gaze_away;mother-speech;infant_voc)","(i_gaze_away;mother-speech;infant_voc)",999.0,999.0,999.0,1
"(mo_smile;i_gaze_at_object;inf_smile;m_gaze_at)","(mo_smile;i_gaze_at_object;inf_smile;m_gaze_at)",999.0,999.0,999.0,2
"(mo_smile;mother-speech;i_gaze_at;m_gaze_at)","(mo_smile;mother-speech;i_gaze_at;m_gaze_at)",999.0,999.0,999.0,1
"(mother-speech;infant_voc)","(mother-speech;infant_voc)",999.0,999.0,999.0,14
"(inf_smile;infant_voc)","(inf_smile;infant_voc)",999.0,999.0,999.0,5
"(mother-speech;mo_smile;inf_smile;i_gaze_at_object;m_gaze_at_object)","(mother-speech;mo_smile;inf_smile;i_gaze_at_object;m_gaze_at_object)",999.0,999.0,999.0,2
"(inf_smile;mo_smile;i_gaze_at_object;infant_voc)","(inf_smile;mo_smile;i_gaze_at_object;infant_voc)",999.0,999.0,999.0,1
"(m_gaze_at;mo_smile;inf_smile;infant_voc)","(m_gaze_at;mo_smile;inf_smile;infant_voc)",999.0,999.0,999.0,6
"(mo_smile;i_gaze_at_object;infant_voc)","(mo_smile;i_gaze_at_object;infant_voc)",999.0,999.0,999.0,5
"(m_gaze_at;infant_voc;inf_smile)","(m_gaze_at;infant_voc;inf_smile)",999.0,999.0,999.0,4
"(i_gaze_at_object;mother-speech)","(i_gaze_at_object;mother-speech)",999.0,999.0,999.0,9
"(m_gaze_at;inf_smile)","(m_gaze_at;inf_smile)",999.0,999.0,999.0,3
"(mother-speech;mo_smile;m_gaze_away)","(mother-speech;mo_smile;m_gaze_away)",999.0,999.0,999.0,1
"(m_gaze_at;mo_smile;mother-speech)","(m_gaze_at;mo_smile;mother-speech)",999.0,999.0,999.0,18
"(infant_voc;i_gaze_at)","(infant_voc;i_gaze_at)",999.0,999.0,999.0,20
"(inf_smile;infant_voc;i_gaze_at_object)","(inf_smile;infant_voc;i_gaze_at_object)",999.0,999.0,999.0,1
"(mother-speech;mo_smile;m_gaze_away)","(mother-speech;mo_smile;m_gaze_away)",999.0,999.0,999.0,3
"(m_gaze_away;i_gaze_at_object)","(m_gaze_away;i_gaze_at_object)",999.0,999.0,999.0,22
